paper,score
Integrating deep learning models and multiparametric programming.,0.17286597142857146
A Branch and Price Algorithm for List Coloring Problem.,0.17271902928348776
Can the operating limits of biogas plants operated under non-isothermal conditions be defined with certainty? Modeling self-optimizing attainable regions.,0.17264802631578952
An Integer Programming Approach for the 2-class Single-group Classification Problem.,0.172610639541849
Superstructure approach for the design of renewable-based utility plants.,0.17247833360010592
Efficient real time optimization using a data-driven piecewise affine model.,0.17234256173962534
Is Hyper-extensionality Preservable Under Deletions of Graph Elements?,0.17228304703723216
"European supply chains for carbon capture, transport and sequestration, with uncertainties in geological storage capacity: Insights from economic optimisation.",0.17215385188810878
Risk Assessment Methodology For EMV Financial Transaction Systems.,0.17198500388706975
Impact of Human-Centered Vestibular System Model for Motion Control in a Driving Simulator.,0.17186249927980873
Local Domain Adaptation for Cross-Domain Activity Recognition.,0.1717095316208293
Composition/temperature cascade control for a Kaibel dividing-wall distillation column by combining PI controllers and model predictive control integrated with soft sensor.,0.17169102356455992
A graph theory approach for scenario aggregation for stochastic optimisation.,0.17166439909297054
"Modeling, analysis and multi-objective optimization of an industrial batch process for the production of tributyl citrate.",0.17165914033882787
On Models of Higher-Order Separation Logic.,0.17156548473787112
An MINLP formulation for integrating the operational management of crude oil supply.,0.17144786137775272
A Collaborative Filtering Approach Toward Plug-and-Play Myoelectric Robot Control.,0.17135697958650548
Benders decomposition with integer sub-problem applied to pipeline scheduling problem under flow rate uncertainty.,0.1713033026755853
A robust reliability-based scheduling for the maintenance activities during planned shutdown under uncertainty of activity duration.,0.17090533093944102
A novel MINLP model of front-end crude scheduling for refinery with consideration of inherent upset minimization.,0.17079253640370198
Goals and Resource Constraints in CARMA.,0.17063830739848032
"Balancing costs, safety and CO2 emissions in the design of hydrogen supply chains.",0.17062688297964118
Integration of optimal cleaning scheduling and control of heat exchanger networks under fouling: MPCC solution.,0.17055253688987568
Deviation propagation analysis along a cumene process by using dynamic simulations.,0.17044786720048952
A non-uniform grid approach for scheduling considering electricity load tracking and future load prediction.,0.17001976589767953
"Taylor Expansion, Finiteness and Strategies.",0.1699809554278888
Constrained global sensitivity analysis for bioprocess design space identification.,0.16996406767083494
SS-DAC: A systematic framework for selecting the best modeling approach and pre-processing for spectroscopic data.,0.1698785038359624
"Self-Quotation in a Typed, Intensional Lambda-Calculus.",0.1698679212512332
Non-deterministic Effects in a Realizability Model.,0.16981538243007063
A novel method to compute the time dependence of state distributions in the stochastic kinetic description of an autocatalytic system.,0.1697967060336821
Hand Gesture Recognition Using Multiple Acoustic Measurements at Wrist.,0.16977940569092745
The Construction of Set-Truncated Higher Inductive Types.,0.1697753146477237
Disclosure in epidemics.,0.16972222222222225
Unfolding of Parametric Boolean Networks.,0.16971926718301045
Quasi-Nelson Algebras.,0.16959436725540433
Reinforcement learning for batch bioprocess optimization.,0.16944989878542513
Offshore oil production planning optimization: An MINLP model considering well operation and flow assurance.,0.16942148809523813
Site specific process design for Hybrid CSP-Waste plants.,0.1693801259881423
"Portfolio concentration, portfolio inertia, and ambiguous correlation.",0.16930555555555557
Optimal site selection for modular nuclear power plants.,0.16903668149826367
Towards a controllability analysis of multiscale systems: Application of the set-theoretic approach to a semi-batch emulsion polymerization process.,0.16894402472527476
Benchmark temperature microcontroller for process dynamics and control.,0.16890679984044477
On Coloring a Class of Claw-free Graphs: To the memory of Frédéric Maffray.,0.16875870670453713
Attentive Sequence-to-Sequence Modeling of Stroke Gestures Articulation Performance.,0.16871532131661446
Robust dynamic optimization of enzyme-catalyzed carboligation: A point estimate-based back-off approach.,0.1686893323170146
Well placement optimization using direct mapping of productivity potential and threshold value of productivity potential management strategy.,0.16856723536203674
Optimal operation and control of heat to power cycles: A new perspective from a systematic plantwide control approach.,0.16850514781271364
Redistribution with labor market frictions.,0.16841607441471573
Real-time optimization via modifier adaptation of closed-loop processes using transient measurements.,0.16840654761904764
Dutch vs. first-price auctions with expectations-based loss-averse bidders.,0.16827155172413796
Equitable Total Chromatic Number of ,0.16821472953216376
Water distribution networks optimization considering unknown flow directions and pipe diameters.,0.1681277031865378
Bitopology and Four-valued Logic.,0.1681068560752088
An Amharic News Text classification Dataset.,0.16809445488721808
Representation of FS-domains Based on Closure Spaces.,0.16808695296711193
Continuous reactive crystallization of β-lactam antibiotics catalyzed by penicillin G acylase. Part II: Case study on ampicillin and product purity.,0.16807046089660227
A computational framework for quantifying and analyzing system flexibility.,0.1679170122798985
Spanning Trees of Dense Directed Graphs.,0.16790024630541875
Uncertainty management via online scheduling for optimal short-term operation of cascaded hydropower systems.,0.16782044196886522
GPdoemd: A Python package for design of experiments for model discrimination.,0.16774098155428116
"Revisiting Decidable Bounded Quantification, via Dinaturality.",0.16770833333333335
Validity of continuous tuning rules in event-based PI controllers using symmetric send-on-delta sampling: An experimental approach.,0.16768580104106423
Modelling and integration of process networks for C4 hydrocarbons.,0.16764357837528604
Good modeling practice for industrial chromatography: Mechanistic modeling of ion exchange chromatography of a bispecific antibody.,0.16759811422413795
"Some Remarks on Synchronization, Games and Planar Automata.",0.16758939082792212
Logarithmic mean: Chen's approximation or explicit solution?,0.16757473822794525
The conditional contribution mechanism for repeated public goods - The general case.,0.16756650457665906
Integrated design of processes and products: Optimal renewable fuels.,0.16755966783395254
Generalizing Topological Set Operators.,0.16738186754109607
A multi-objective optimization approach for selection of energy storage systems.,0.16717201720453942
Distrust in experts and the origins of disagreement.,0.16714655172413795
The Duality Theory of General Z-continuous Posets.,0.1671230263157895
Canonical and Surface Morphological Segmentation for Nguni Languages.,0.1670758928571429
Initial Algebras and Final Coalgebras Consisting of Nondeterministic Finite Trace Strategies.,0.16704061927894948
A GRASP for the Convex Recoloring Problem in Graphs.,0.16681492505931897
Recognizing Graph Search Trees.,0.16679698463589984
Bimonoidal Structure of Probability Monads.,0.16666707567755523
Characteristics That Make Linear Time-Invariant Dynamic Systems Difficult for Humans to Control.,0.16653274853801173
A Hofmann-Mislove theorem for ,0.16645012315270938
Resilient design and operations of process systems: Nonlinear adaptive robust optimization model and algorithm for resilience analysis and enhancement.,0.16643495423340962
Model based hazard identification: Process time accelerated by GPU redesigning approach.,0.16628073956442835
Model reformulations for Work and Heat Exchange Network (WHEN) synthesis problems.,0.16616847826086958
Model-based process design of a ternary protein separation using multi-step gradient ion-exchange SMB chromatography.,0.16602886429716118
Two Problems on Interval Counting.,0.16599819036301441
Simulation of the Sour-Compression Unit (SCU) process for CO,0.16596231489224844
Graph-based knowledge tracing: Modeling student proficiency using graph neural networks.,0.1658042763157895
Biodigester rapid analysis and design system (B-RADeS): A candidate attainable region-based simulator for the synthesis of biogas reactor structures.,0.16579836309523813
Exploration of Teammate Trust and Interaction Dynamics in Human-Autonomy Teaming.,0.16576437483012882
Cobots in Industry 4.0: A Roadmap for Future Practice Studies on Human-Robot Collaboration.,0.165725
A Denotational Semantics for Low-Level Probabilistic Programs with Nondeterminism.,0.16564382376873762
Machine learning to identify variables in thermodynamically small systems.,0.16560643709409606
Scheduling of flexible manufacturing plants with redesign options: A MILP-based decomposition algorithm and case studies.,0.1655278045595709
Computing the Determinant of the Distance Matrix of a Bicyclic Graph.,0.16531072967980298
On the Unavoidability of Oriented Trees.,0.16512019230769234
On Tuza's Conjecture for Triangulations and Graphs with Small Treewidth.,0.16510242176716078
The 2D Subarray Polytope.,0.16505330330577195
Research on complex attribute big data classification based on iterative fuzzy clustering algorithm.,0.16502155172413796
Approximations for Restrictions of The Budgeted and Generalized Maximum Coverage Problems.,0.16492418981481485
Optimal design and scheduling of a solar-assisted domestic desalination systems.,0.1646792763157895
A two-stage approach to agile pharmaceutical supply chain management with product substitutability in crises.,0.16453937112963177
Machine learning algorithm for clustering of heart disease and chemoinformatics datasets.,0.16434469473228455
Integration of graphical approaches into optimization-based design of multistage liquid extraction.,0.16433658170914545
A note on the category of c-spaces.,0.16420714285714288
Revealed reasoning.,0.16420424403183026
Fast Winning Strategies for the Maker-Breaker Domination Game.,0.16417067845057434
Radar Command Group Time Entropy Signature as a Visual Monitoring Enhancement for Air Traffic Controllers.,0.16387500000000002
Immersive virtual crude distillation unit learning experience: The EYE4EDU project.,0.1638293650793651
Discovering Tactical Memory From Observed Human Performance in Machine Learning.,0.16381250000000003
An Improved IOHMM-Based Stochastic Driver Lane-Changing Model.,0.16376388862781957
Assessment of a process flow diagram for NGL recovery using different condensation mechanisms.,0.16370512332389145
Multimode process monitoring based on fault dependent variable selection and moving window-negative log likelihood probability.,0.16360478378116672
Electromyography for Teleoperated Tasks in Weightlessness.,0.16360000000000002
Data rectification for multiple operating modes: A MAP framework.,0.16358821489113462
Text Normalization for Low-Resource Languages of Africa.,0.16354757957559685
Novel MINLP formulations for flexibility analysis for measured and unmeasured uncertain parameters.,0.16350941506410258
First Steps Towards a Formalization of Forcing.,0.16348649263188922
"Modelling, simulation and sensitivity analysis of naphtha catalytic reforming reactions.",0.16343728718347594
Batch-centric scheduling formulation for treelike pipeline systems with forbidden product sequences.,0.16325574332008141
Identifying Drone Operator by Deep Learning and Ensemble Learning of IMU and Control Data.,0.1630434782608696
A Survey of Eye Tracking in Automobile and Aviation Studies: Implications for Eye-Tracking Studies in Marine Operations.,0.16266044772851138
Water desalination by forward osmosis: Dynamic performance assessment and experimental validation using MgCl,0.16260000000000002
Neural Nets via Forward State Transformation and Backward Loss Transformation.,0.16256631265664162
Total Domination in Regular Graphs.,0.16252893656507966
Separability of Motor Imagery Directions Using Subject-Specific Discriminative EEG Features.,0.16250200228832953
Predictive models and detection methods applicable in water detection framework for industrial electric arc furnaces.,0.1624933716475096
A deep reinforcement learning approach for chemical production scheduling.,0.16248784722222223
Product design: An optimization-based approach for targeting of particulate composite microstructure.,0.1624464285714286
Optimisation of multi effect distillation based desalination system for minimum production cost for freshwater via repetitive simulation.,0.16232492141272192
Analytical time-stepping solution of the discretized population balance equation.,0.16231296798029557
Classical Control and Quantum Circuits in Enriched Category Theory.,0.16228156049525086
A benders-local branching algorithm for second-generation biodiesel supply chain network design under epistemic uncertainty.,0.16217749476777835
Incentive Mechanism for Mobile Devices in Dynamic Crowd Sensing System.,0.16216647597254005
Hardness and Efficiency on Minimizing Maximum Distances for Graphs With Few ,0.1620230263157895
Unemployment risks and intra-household insurance.,0.1620230263157895
A prison term prediction model based on fact descriptions by capturing long historical information.,0.1619871794871795
"On Adjacent-vertex-distinguishing Total Colourings of Powers of Cycles, Hypercubes and Lattice Graphs.",0.16198134599775227
"Sharing idiosyncratic risk even though prices are ""wrong"".",0.16189655172413794
A robustly model predictive control strategy applied in the control of a simulated industrial polyethylene polymerization process.,0.16186259566326533
Generating Random Well-Typed Featherweight Java Programs Using QuickCheck.,0.1618548638068063
Driving Skill Modeling Using Neural Networks for Performance-Based Haptic Assistance.,0.1617194548872181
An Adaptive Algorithm for Rule Learning: Case Study and Preliminary Results.,0.16168092442747797
An optimization approach for improving the exergetic efficiency in mesoscale combustor.,0.16161490683229815
Motion Planning for Human-Robot Collaboration Using an Objective-Switching Strategy.,0.16159090909090912
Fault detection and diagnosis in process system using artificial intelligence-based cognitive technique.,0.161508799577484
Fairness-guided design of water distribution networks for agricultural lands.,0.16149716856527094
OptCAMD: An optimization-based framework and tool for molecular and mixture product design.,0.161443233467559
Assessment of Machine Learning Models for Classification of Movement Patterns During a Weight-Shifting Exergame.,0.1612788461538462
Interdistrict school choice: A theory of student assignment.,0.16126409774436093
Graphs with Girth at Least 8 are b-continuous.,0.1612346071941708
Comprehensive sensitivity analysis and process risk assessment of large scale pharmaceutical crystallization processes.,0.1611714285714286
Model predictive automatic control of sucker rod pump system with simulation case study.,0.16107956372026327
"Partial frames, their free frames and their congruence frames.",0.16097527472527476
A quadratic approximation of the back-off methodology for the control structure selection problem.,0.16095462659882467
Weak Domain Models of ,0.16093804984044474
Exponential Ant-Lion Rider Optimization for Privacy Preservation in Cloud Computing.,0.16093642241379313
Lifting Posture Prediction With Generative Models for Improving Occupational Safety.,0.16093642241379313
"Interaction With Gaze, Gesture, and Speech in a Flexibly Configurable Augmented Reality System.",0.16089545454545456
An online reparametrisation approach for robust parameter estimation in automated model identification platforms.,0.16089147597254005
Individualized Mutual Adaptation in Human-Agent Teams.,0.1608559782608696
The Generalized Dependency Constrained Spanning Tree Problem.,0.16076609283077764
Hull and Geodetic Numbers for Some Classes of Oriented Graphs.,0.16068754353883666
A new graphical approach for simultaneous targeting and design of mass exchange networks.,0.16068094356513266
Study on secure distribution of vehicle road collaborative data based on attribute-based encryption.,0.16064347826086958
Analytic policy function iteration.,0.16062500000000002
How Does Explanation-Based Knowledge Influence Driver Take-Over in Conditional Driving Automation?,0.16060269865067467
Best Viewpoints for External Robots or Sensors Assisting Other Robots.,0.16055240683229816
"The Identifying Code, the Locating-dominating, the Open Locating-dominating and the Locating Total-dominating Problems Under Some Graph Operations.",0.16046798029556653
"Corrigendum to ""Relation Between a Social Welfare Function and the Gini Index of Income Inequality"" ",0.16044732441471574
Sequential Weakly Labeled Multiactivity Localization and Recognition on Wearable Sensors Using Recurrent Attention Networks.,0.1603618730407524
Advanced ant colony algorithm for high dimensional abnormal data mining in Internet of things.,0.16036055555555556
Computer Interface for Real-Time Gait Biofeedback Using a Wearable Integrated Sensor System for Data Acquisition.,0.16036055555555556
Holoscopic 3D Microgesture Recognition by Deep Neural Network Model Based on Viewpoint Images and Decision Fusion.,0.160349025974026
"Assessing Alternative Approaches for Conveying Automated Vehicle ""Intentions"".",0.160188027696678
Scenario tree reduction for optimisation under uncertainty using sensitivity analysis.,0.16011174377678025
Archery Skill Assessment Using an Acceleration Sensor.,0.16010542582417583
Informed speculation with k-level reasoning.,0.16009704968944102
Trends in web data extraction using machine learning.,0.15986607142857145
The crawler: Three equivalence results for object (re)allocation problems when preferences are single-peaked.,0.15982222222222225
Necessary and sufficient conditions for determinacy of asymptotically stationary equilibria in OLG models.,0.15970905172413796
Sequential vote buying.,0.15970905172413796
Comparing theories of one-shot play out of treatment.,0.15949655172413796
"Corrigendum to ""Adverse selection without single crossing: Monotone solutions"" [J. Econ. Theory 158 (2015) 127-164].",0.15949655172413796
Implementation of a Character Recognition System Based on Finger-Joint Tracking Using a Depth Camera.,0.15949655172413796
Facet-generating Procedures for the Maximum-impact Coloring Polytope.,0.1594083023101725
A Comparison of Expert Ratings and Marker-Less Hand Tracking Along OSATS-Derived Motion Scales.,0.15940548029556653
Development and implementation of advanced control strategies for power plant cycling with carbon capture.,0.159257183908046
Approval voting under dichotomous preferences: A catalogue of characterizations.,0.15911877394636018
Automation Error Type and Methods of Communicating Automation Reliability Affect Trust and Performance: An Empirical Study in the Cyber Domain.,0.15911877394636018
Neurophysiological Evaluation of Haptic Feedback for Myoelectric Prostheses.,0.15911877394636018
Convolutional feature extraction for process monitoring using ultrasonic sensors.,0.1591071428571429
Incomplete contracts versus communication.,0.1591071428571429
Integrity protection method for trusted data of IoT nodes based on transfer learning.,0.1591071428571429
Learning with misattribution of reference dependence.,0.1591071428571429
Load Asymmetry Angle Estimation Using Multiple-View Videos.,0.1591071428571429
On equilibrium existence in generalized multi-prize nested lottery contests.,0.1591071428571429
Optimal scheduling of a by-product gas supply system in the iron- and steel-making process under uncertainties.,0.1591071428571429
Quasi-hyperbolic discounting under recursive utility and consumption-investment decisions.,0.1591071428571429
Speculative trade under ambiguity.,0.1591071428571429
The evolution of risk attitudes with fertility thresholds.,0.1591071428571429
When does centralization undermine adaptation?,0.1591071428571429
Levels of Automation and Transparency: Interaction Design Considerations in Assistive Robots for Older Adults.,0.15895156250000003
An Adaptive General Type-2 Fuzzy Logic Approach for Psychophysiological State Modeling in Real-Time Human-Machine Interfaces.,0.15895012315270937
Learning along a Channel: the Expectation part of Expectation-Maximisation.,0.15884196644320114
Does Explicit Categorization Taxonomy Facilitate Performing Goal-Directed Task Analysis?,0.1587491379310345
Induced Topologies on the Poset of Finitely Generated Saturated Sets.,0.1586321668836806
An integral methodological approach for biorefineries design: Study case of Colombian coffee cut-stems.,0.15850000000000003
The sheaf representation of residuated lattices.,0.15850000000000003
Quantitative Logics for Equivalence of Effectful Programs.,0.1581251001144165
A Polynomial-time Approximation Scheme for the MAXSPACE Advertisement Problem.,0.15810637440161251
Guarded Kleene Algebra with Tests: Automata Learning.,0.15796875000000002
Quality at a Glance: An Audit of Web-Crawled Multilingual Datasets.,0.1578355263157895
Multiuser Stereoscopic Projection Techniques for CAVE-Type Virtual Reality Systems.,0.1575133928571429
Diacritical Companions.,0.15750000000000003
Modeling inter-kingdom regulation of inflammatory signaling in human intestinal epithelial cells.,0.15750000000000003
Repeated contracting without commitment.,0.15750000000000003
Stability of strict equilibria in best experienced payoff dynamics: Simple formulas and applications.,0.15750000000000003
Universal Approach to ,0.15740533340783477
Principal-agent VCG contracts.,0.15708333333333335
"A dynamic theory of bank lending, firm entry, and investment fluctuations.",0.1567105263157895
"A methodological design framework for hydrogen and methane supply chain with special focus on Power-to-Gas systems: Application to Occitanie region, France.",0.1567105263157895
Adjoint optimization for the general rate model of liquid chromatography.,0.1567105263157895
Bayes and Hurwicz without Bernoulli.,0.1567105263157895
"Corrigendum to ""Asymptotic behavior of Bayesian learners with misspecified models"" [J. Econ. Theory 195 (2021) 105260].",0.1567105263157895
Existence and uniqueness of recursive utilities without boundedness.,0.1567105263157895
"Geometry, kinetics and reactor network synthesis: Attainable limits for minimizing residence time in biomethane digesters.",0.1567105263157895
Misallocation inefficiency in partially directed search.,0.1567105263157895
Multirate moving horizon estimation combined with parameter subset selection.,0.1567105263157895
On the Iterated Edge-Biclique Operator.,0.1567105263157895
Robust bidding and revenue in descending price auctions.,0.1567105263157895
Strategic investment and learning with private information.,0.1567105263157895
The Effects of Haptic Feedback and Transition Type on Transfer of Control Between Drivers and Vehicle Automation.,0.1567105263157895
ArmSym: A Virtual Human-Robot Interaction Laboratory for Assistive Robotics.,0.15637500000000001
BembaSpeech: A Speech Recognition Corpus for the Bemba Language.,0.15637500000000001
Cheating and compensation in price-fixing cartels.,0.15637500000000001
Forty years of ,0.1562557397959184
Financial risk evaluation method of blockchain digital currency based on CART algorithm.,0.15607142857142858
Gesture Recognition Using Reflected Visible and Infrared Lightwave Signals.,0.15607142857142858
Robust control of fed-batch high-cell density cultures: a simulation-based assessment.,0.15607142857142858
"Impact of Pilot's Expertise on Selection, Use, Trust, and Acceptance of Automation.",0.15596532131661445
Phase Variable Based Recognition of Human Locomotor Activities Across Diverse Gait Patterns.,0.1559499214127219
Managing uncertainty in data-driven simulation-based optimization.,0.15579545454545457
Toward Robots' Behavioral Transparency of Temporal Difference Reinforcement Learning With a Human Teacher.,0.15579545454545457
"Fast, easy-to-use, machine learning-developed models of prediction of flash point, heat of combustion, and lower and upper flammability limits for inherently safer design.",0.15579147597254006
Non-convex chance-constrained optimization for blending recipe design under uncertainties.,0.15579147597254006
Plant-wide troubleshooting and diagnosis using dynamic embedded latent feature analysis.,0.15579147597254006
A comprehensive survey on container resource allocation approaches in cloud computing: State-of-the-art and research challenges.,0.1555434782608696
An integrated data-driven modeling & global optimization approach for multi-period nonlinear production planning problems.,0.1555434782608696
Quasilinear Approximation Scheme for Steiner Multi Cycle in the Euclidean plane.,0.1555434782608696
State transients in storage systems for energy fluids.,0.1555434782608696
Weakening and Iterating Laws using String Diagrams.,0.1555434782608696
Who/What Is My Teammate? Team Composition Considerations in Human-AI Teaming.,0.1555434782608696
Optimal planning of municipal solid waste management systems in an integrated supply chain network.,0.1554855052683359
A hybrid threat model for system-centric and attack-centric for effective security design in SDLC.,0.15531250000000002
Computational fluid dynamics-based in-situ sensor analytics of direct metal laser solidification process using machine learning.,0.15531250000000002
Farsighted objections and maximality in one-to-one matching problems.,0.15531250000000002
Toward Long-Term FMG Model-Based Estimation of Applied Hand Force in Dynamic Motion During Human-Robot Interactions.,0.15531250000000002
Design and Implementation of English To Yoruba Verb Phrase Machine Translation System.,0.15525482142857144
Sentiment Classification in Swahili Language Using Multilingual BERT.,0.15525482142857144
A geometric observer design for a semi-batch free-radical polymerization system.,0.15525303084732167
Coalgebraic Update Lenses.,0.15511291689067402
A secure encryption method of communication channel based on cloud computing technology.,0.15510000000000002
Continuous Prequantale Models of ,0.15510000000000002
Smoothed particle hydrodynamics - A new approach for modeling flow in oscillatory baffled reactors.,0.15510000000000002
Systematic design of active constraint switching using selectors.,0.15506416420118344
Modeling the deactivation of CaO-based sorbents during multiple Ca-looping cycles for CO,0.15505271291208791
Performance Analysis of Learning From Demonstration Approaches During a Fine Movement Generation.,0.15504757957559684
Research on internal network data security monitoring method based on NB-IoT.,0.1550089285714286
Surrogate-based optimization for mixed-integer nonlinear problems.,0.1550089285714286
On the Computational Complexity of the Helly Number in the ,0.15493347953216374
"A pressure-driven, dynamic model for distillation columns with smooth reformulations for flexible operation.",0.15490384615384617
A review On reinforcement learning: Introduction and applications in industrial process control.,0.15490384615384617
Objective rationality foundations for (dynamic) ,0.15490384615384617
Online model maintenance in real-time optimization methods.,0.15490384615384617
Prudence versus predation and the gains from trade.,0.15490384615384617
A Systematic Review on Motor-Imagery Brain-Connectivity-Based Computer Interfaces.,0.15487088477366256
Operation optimization of a cryogenic NGL recovery unit using deep learning based surrogate modeling.,0.15486063218390805
"Corrigendum to ""Efficiency and stability under substitutable priorities with ties"" [J. Econ. Theory 184 (2019) 104950].",0.15472222222222223
Scheduling control method of Internet of things data uplink based on TS algorithm.,0.15472222222222223
Time-consistent equilibria in dynamic models with recursive payoffs and behavioral discounting.,0.15472222222222223
Aggregation of opinions in networks of individuals and collectives.,0.15455357142857146
Combining forecasts in the presence of ambiguity over correlation structures.,0.15455357142857146
Disentangling strict and weak choice in random expected utility models.,0.15455357142857146
Phoneme Recognition through Fine Tuning of Phonetic Representations: a Case Study on Luhya Language Varieties.,0.15455357142857146
Price skimming: Commitment and delay in bargaining with outside option.,0.15455357142857146
Robust model predictive control with embedded multi-scenario closed-loop prediction.,0.15455357142857146
Social welfare in search games with asymmetric information.,0.15455357142857146
The limit of targeting in networks.,0.15455357142857146
Understanding the link between audience engagement metrics and the perceived quality of online news using machine learning.,0.15455357142857146
"Wealth, endogenous collateral quality, and financial crises.",0.15455357142857146
A Review of Virtual Reality Studies on Autonomous Vehicle-Pedestrian Interaction.,0.15439655172413796
A reputation for honesty.,0.15439655172413796
Bisimulation for Feller-Dynkin Processes.,0.15439655172413796
Delivering Critical Stimuli for Decision Making in VR Training: Evaluation Study of a Firefighter Training Scenario.,0.15439655172413796
Investigating the P300 Response as a Marker of Working Memory in Virtual Training Environments.,0.15439655172413796
New formulations of ambiguous volatility with an application to optimal dynamic contracting.,0.15439655172413796
Operational safety of chemical processes via Safeness-Index based MPC: Two large-scale case studies.,0.15439655172413796
Optimal market thickness.,0.15439655172413796
Personal power dynamics in bargaining.,0.15439655172413796
Rider and Sunflower optimization-driven neural network for image classification.,0.15439655172413796
Security design without verifiable retention.,0.15439655172413796
Selling two identical objects.,0.15439655172413796
The limits of meritocracy.,0.15439655172413796
"""Technical"" Contributors and Authorship Distribution in Health Science.",0.15000000000000002
A Categorical Framework for Program Semantics and Semantic Abstraction.,0.15000000000000002
A Comparative Defense of Self-initiated Prospective Moral Answerability for Autonomous Robot harm.,0.15000000000000002
A Complete Diagrammatic Calculus for Boolean Satisfiability.,0.15000000000000002
A Review of Scientific Ethics Issues Associated with the Recently Approved Drugs for Alzheimer's Disease.,0.15000000000000002
A Self-Paced BCI With a Collaborative Controller for Highly Reliable Wheelchair Driving: Experimental Tests With Physically Disabled Individuals.,0.15000000000000002
A Survey Study on Knowledge and Attitude Toward the Ethics Committee and Research Ethical Practices Among Researchers From Kuwait.,0.15000000000000002
A Systematic Review of the 2016 National Academy of Engineering Exemplary Ethics Programs: Revisions to a Coding Framework.,0.15000000000000002
"A Taxonomy for Research Intergrity Training: Design, Conduct, and Improvements in Research Integrity Courses.",0.15000000000000002
A bit-object-based method for mining maximum frequent patterns in intensive cloud computing data.,0.15000000000000002
A characterization of Cesàro average utility.,0.15000000000000002
A complete characterization of infinitely repeated two-player games having computable strategies with no computable best response under limit-of-means payoff.,0.15000000000000002
A denotationally-based program logic for higher-order store.,0.15000000000000002
A fiscal theory of money and bank liquidity provision.,0.15000000000000002
A method to circumvent the combinatorial difficulties in the optimal design of distillation columns.,0.15000000000000002
A model of the formation of multilayer networks.,0.15000000000000002
A new approach to the uniqueness of equilibrium with CRRA preferences.,0.15000000000000002
A random attention and utility model.,0.15000000000000002
A test of (weak) certainty independence.,0.15000000000000002
A theory of housing demand shocks.,0.15000000000000002
A topological counterpart of well-founded trees in dependent type theory.,0.15000000000000002
AI Moral Enhancement: Upgrading the Socio-Technical System of Moral Engagement.,0.15000000000000002
AI as an Epistemic Technology.,0.15000000000000002
"Allocating losses: Bail-ins, bailouts and bank regulation.",0.15000000000000002
Ambiguity under growing awareness.,0.15000000000000002
"Asset bubbles, entrepreneurial risks, and economic growth.",0.15000000000000002
Automated learning of chemical reaction networks.,0.15000000000000002
Bargaining under almost complete information.,0.15000000000000002
Bayesian social aggregation with accumulating evidence.,0.15000000000000002
Behavioral implementation under incomplete information.,0.15000000000000002
Best-response dynamics in directed network games.,0.15000000000000002
Big data clustering using fractional sail fish-sparse fuzzy C-means and particle whale optimization based MapReduce framework.,0.15000000000000002
Bounded memory in a changing world: Biases in behaviour and belief.,0.15000000000000002
Bubbly bailout.,0.15000000000000002
Call-By-Name Is Just Call-By-Value with Delimited Control.,0.15000000000000002
Caring in an Algorithmic World: Ethical Perspectives for Designers and Developers in Building AI Algorithms to Fight Fake News.,0.15000000000000002
Classification of Officers' Driving Situations Based on Eye-Tracking and Driver Performance Measures.,0.15000000000000002
Co-creating Research Integrity Education Guidelines for Research Institutions.,0.15000000000000002
Coherence without rationality at the zero lower bound.,0.15000000000000002
"Comment on ""A theoretical foundation of ambiguity measurement"" [J. Econ. Theory 187 (2020) 105001].",0.15000000000000002
Committee formation under constraints through randomized voting rules on separable domains.,0.15000000000000002
Communication with endogenous deception costs.,0.15000000000000002
Comparing information in general monotone decision problems.,0.15000000000000002
Conflict detection in Task Heterogeneous Information Networks.,0.15000000000000002
Constrained random matching.,0.15000000000000002
Contagion in graphons.,0.15000000000000002
Continuous R-valuations.,0.15000000000000002
Continuous implementation with direct revelation mechanisms.,0.15000000000000002
Continuous implementation with payoff knowledge.,0.15000000000000002
Correction: Domain Experts on Dementia-Care Technologies: Mitigating Risk in Design and Implementation.,0.15000000000000002
"Corrigendum to ""Core equivalence theorem with production"" [J. Econ. Theory 137 (1) (2007) 246-270].",0.15000000000000002
"Corrigendum to ""Dynamic analysis of patent policy in an endogenous growth model"" [J. Econ. Theory 132 (2007) 306-334].",0.15000000000000002
Criticizing Danaher's Approach to Superficial State Deception.,0.15000000000000002
DMC controller design for an integrated Allam cycle and air separation plant.,0.15000000000000002
Data Layout from a Type-Theoretic Perspective (extended version).,0.15000000000000002
Decentralizability of efficient allocations with heterogeneous forecasts.,0.15000000000000002
Demonstration of non-linear model predictive control of post-combustion CO,0.15000000000000002
Dependent Type Refinements for Futures.,0.15000000000000002
Deriving Logical Relations from Interpretations of Predicate Logic.,0.15000000000000002
Designing for Care.,0.15000000000000002
Destabilizing effects of market size in the dynamics of innovation.,0.15000000000000002
Distributionally robust pricing in independent private value auctions.,0.15000000000000002
Educating Engineering Students to Address Bias and Discrimination Within Their Project Teams.,0.15000000000000002
Effects of changes in preferences in moral hazard problems.,0.15000000000000002
Electoral competition with costly policy changes: A dynamic perspective.,0.15000000000000002
Epidemics with behavior.,0.15000000000000002
Epistemic and Non-epistemic Values in Earthquake Engineering.,0.15000000000000002
Equality in legislative bargaining.,0.15000000000000002
Equilibrium social activity during an epidemic.,0.15000000000000002
Ethics Inside the Black Box: Integrating Science and Technology Studies into Engineering and Public Policy Curricula.,0.15000000000000002
